LAUS_code,state_fips,county_fips,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN1210100000000,12,101,"Pasco County, FL",2005,176082,170032,6050,3.4
CN1210300000000,12,103,"Pinellas County, FL",2005,449841,436165,13676,3
CN1210500000000,12,105,"Polk County, FL",2005,255976,247909,8067,3.2
CN1210700000000,12,107,"Putnam County, FL",2005,31067,30022,1045,3.4
CN1210900000000,12,109,"St. Johns County, FL",2005,82994,81028,1966,2.4
CN1211100000000,12,111,"St. Lucie County, FL",2005,111799,107613,4186,3.7
CN1211300000000,12,113,"Santa Rosa County, FL",2005,66950,65064,1886,2.8
CN1211500000000,12,115,"Sarasota County, FL",2005,168124,163661,4463,2.7
CN1211700000000,12,117,"Seminole County, FL",2005,225480,219600,5880,2.6
CN1211900000000,12,119,"Sumter County, FL",2005,25379,24709,670,2.6
CN1212100000000,12,121,"Suwannee County, FL",2005,16513,16046,467,2.8
CN1212300000000,12,123,"Taylor County, FL",2005,8739,8464,275,3.1
CN1212500000000,12,125,"Union County, FL",2005,5015,4898,117,2.3
CN1212700000000,12,127,"Volusia County, FL",2005,242819,235845,6974,2.9
CN1212900000000,12,129,"Wakulla County, FL",2005,14321,14011,310,2.2
CN1213100000000,12,131,"Walton County, FL",2005,27792,27200,592,2.1
CN1213300000000,12,133,"Washington County, FL",2005,9220,8955,265,2.9
CN1300100000000,13,001,"Appling County, GA",2005,8974,8404,570,6.4
CN1300300000000,13,003,"Atkinson County, GA",2005,3513,3311,202,5.8
CN1300500000000,13,005,"Bacon County, GA",2005,4738,4469,269,5.7
CN1300700000000,13,007,"Baker County, GA",2005,1796,1695,101,5.6
CN1300900000000,13,009,"Baldwin County, GA",2005,20271,19081,1190,5.9
CN1301100000000,13,011,"Banks County, GA",2005,9178,8793,385,4.2
CN1301300000000,13,013,"Barrow County, GA",2005,30571,29017,1554,5.1
CN1301500000000,13,015,"Bartow County, GA",2005,44737,41986,2751,6.1
CN1301700000000,13,017,"Ben Hill County, GA",2005,8113,7627,486,6
CN1301900000000,13,019,"Berrien County, GA",2005,8848,8454,394,4.5
CN1302100000000,13,021,"Bibb County, GA",2005,73053,68574,4479,6.1
CN1302300000000,13,023,"Bleckley County, GA",2005,5103,4697,406,8
CN1302500000000,13,025,"Brantley County, GA",2005,7578,7139,439,5.8
CN1302700000000,13,027,"Brooks County, GA",2005,8304,7923,381,4.6
CN1302900000000,13,029,"Bryan County, GA",2005,15304,14656,648,4.2
CN1303100000000,13,031,"Bulloch County, GA",2005,30316,28803,1513,5
CN1303300000000,13,033,"Burke County, GA",2005,10120,9304,816,8.1
CN1303500000000,13,035,"Butts County, GA",2005,9134,8540,594,6.5
CN1303700000000,13,037,"Calhoun County, GA",2005,2334,2156,178,7.6
CN1303900000000,13,039,"Camden County, GA",2005,20470,19443,1027,5
CN1304300000000,13,043,"Candler County, GA",2005,4503,4272,231,5.1
CN1304500000000,13,045,"Carroll County, GA",2005,50817,47814,3003,5.9
CN1304700000000,13,047,"Catoosa County, GA",2005,34881,33257,1624,4.7
CN1304900000000,13,049,"Charlton County, GA",2005,4392,4143,249,5.7
CN1305100000000,13,051,"Chatham County, GA",2005,124826,118711,6115,4.9
CN1305300000000,13,053,"Chattahoochee County, GA",2005,2673,2372,301,11.3
CN1305500000000,13,055,"Chattooga County, GA",2005,11083,10437,646,5.8
CN1305700000000,13,057,"Cherokee County, GA",2005,99913,95459,4454,4.5
CN1305900000000,13,059,"Clarke County, GA",2005,59182,56350,2832,4.8
CN1306100000000,13,061,"Clay County, GA",2005,1388,1308,80,5.8
CN1306300000000,13,063,"Clayton County, GA",2005,136606,126622,9984,7.3
CN1306500000000,13,065,"Clinch County, GA",2005,2508,2343,165,6.6
CN1306700000000,13,067,"Cobb County, GA",2005,370100,351000,19100,5.2
CN1306900000000,13,069,"Coffee County, GA",2005,17387,16315,1072,6.2
CN1307100000000,13,071,"Colquitt County, GA",2005,19303,18240,1063,5.5
CN1307300000000,13,073,"Columbia County, GA",2005,56945,54136,2809,4.9
CN1307500000000,13,075,"Cook County, GA",2005,7029,6582,447,6.4
CN1307700000000,13,077,"Coweta County, GA",2005,55950,53040,2910,5.2
CN1307900000000,13,079,"Crawford County, GA",2005,6288,5892,396,6.3
CN1308100000000,13,081,"Crisp County, GA",2005,10143,9431,712,7
CN1308300000000,13,083,"Dade County, GA",2005,8452,8018,434,5.1
CN1308500000000,13,085,"Dawson County, GA",2005,10306,9835,471,4.6
CN1308700000000,13,087,"Decatur County, GA",2005,12175,11376,799,6.6
CN1308900000000,13,089,"DeKalb County, GA",2005,369408,345356,24052,6.5
CN1309100000000,13,091,"Dodge County, GA",2005,9130,8566,564,6.2
CN1309300000000,13,093,"Dooly County, GA",2005,4868,4543,325,6.7
CN1309500000000,13,095,"Dougherty County, GA",2005,41350,38578,2772,6.7
CN1309700000000,13,097,"Douglas County, GA",2005,59662,56070,3592,6
CN1309900000000,13,099,"Early County, GA",2005,5633,5298,335,5.9
CN1310100000000,13,101,"Echols County, GA",2005,2317,2234,83,3.6
CN1310300000000,13,103,"Effingham County, GA",2005,25650,24565,1085,4.2
CN1310500000000,13,105,"Elbert County, GA",2005,9989,9262,727,7.3
CN1310700000000,13,107,"Emanuel County, GA",2005,10681,10048,633,5.9
CN1310900000000,13,109,"Evans County, GA",2005,4870,4604,266,5.5
CN1311100000000,13,111,"Fannin County, GA",2005,10092,9539,553,5.5
CN1311300000000,13,113,"Fayette County, GA",2005,53279,50659,2620,4.9
CN1311500000000,13,115,"Floyd County, GA",2005,50264,47487,2777,5.5
CN1311700000000,13,117,"Forsyth County, GA",2005,75197,72124,3073,4.1
CN1311900000000,13,119,"Franklin County, GA",2005,10418,9784,634,6.1
CN1312100000000,13,121,"Fulton County, GA",2005,458643,430141,28502,6.2
CN1312300000000,13,123,"Gilmer County, GA",2005,13440,12761,679,5.1
CN1312500000000,13,125,"Glascock County, GA",2005,1192,1109,83,7
CN1312700000000,13,127,"Glynn County, GA",2005,38994,37126,1868,4.8
CN1312900000000,13,129,"Gordon County, GA",2005,26717,25334,1383,5.2
CN1313100000000,13,131,"Grady County, GA",2005,11633,11057,576,5
CN1313300000000,13,133,"Greene County, GA",2005,6665,6149,516,7.7
CN1313500000000,13,135,"Gwinnett County, GA",2005,399152,378949,20203,5.1
CN1313700000000,13,137,"Habersham County, GA",2005,19763,18833,930,4.7
CN1313900000000,13,139,"Hall County, GA",2005,82964,79009,3955,4.8
CN1314100000000,13,141,"Hancock County, GA",2005,3316,3027,289,8.7
CN1314300000000,13,143,"Haralson County, GA",2005,12868,12124,744,5.8
CN1314500000000,13,145,"Harris County, GA",2005,15308,14619,689,4.5
CN1314700000000,13,147,"Hart County, GA",2005,10976,10163,813,7.4
CN1314900000000,13,149,"Heard County, GA",2005,4950,4647,303,6.1
CN1315100000000,13,151,"Henry County, GA",2005,88818,83764,5054,5.7
CN1315300000000,13,153,"Houston County, GA",2005,62732,59518,3214,5.1
CN1315500000000,13,155,"Irwin County, GA",2005,4636,4351,285,6.1
CN1315700000000,13,157,"Jackson County, GA",2005,25450,24168,1282,5
CN1315900000000,13,159,"Jasper County, GA",2005,6246,5907,339,5.4
CN1316100000000,13,161,"Jeff Davis County, GA",2005,5480,5068,412,7.5
CN1316300000000,13,163,"Jefferson County, GA",2005,6916,6291,625,9
CN1316500000000,13,165,"Jenkins County, GA",2005,3512,3289,223,6.3
CN1316700000000,13,167,"Johnson County, GA",2005,3724,3480,244,6.6
CN1316900000000,13,169,"Jones County, GA",2005,13694,12986,708,5.2
CN1317100000000,13,171,"Lamar County, GA",2005,7789,7279,510,6.5
CN1317300000000,13,173,"Lanier County, GA",2005,3815,3653,162,4.2
CN1317500000000,13,175,"Laurens County, GA",2005,22114,20821,1293,5.8
CN1317700000000,13,177,"Lee County, GA",2005,16430,15731,699,4.3
CN1317900000000,13,179,"Liberty County, GA",2005,22982,21538,1444,6.3
CN1318100000000,13,181,"Lincoln County, GA",2005,3629,3353,276,7.6
CN1318300000000,13,183,"Long County, GA",2005,5759,5511,248,4.3
CN1318500000000,13,185,"Lowndes County, GA",2005,50499,48335,2164,4.3
CN1318700000000,13,187,"Lumpkin County, GA",2005,12195,11573,622,5.1
CN1318900000000,13,189,"McDuffie County, GA",2005,10675,9883,792,7.4
CN1319100000000,13,191,"McIntosh County, GA",2005,5244,4945,299,5.7
CN1319300000000,13,193,"Macon County, GA",2005,5435,4924,511,9.4
CN1319500000000,13,195,"Madison County, GA",2005,15499,14765,734,4.7
CN1319700000000,13,197,"Marion County, GA",2005,3419,3225,194,5.7
CN1319900000000,13,199,"Meriwether County, GA",2005,9853,9093,760,7.7
CN1320100000000,13,201,"Miller County, GA",2005,3606,3461,145,4
CN1320500000000,13,205,"Mitchell County, GA",2005,10158,9548,610,6
CN1320700000000,13,207,"Monroe County, GA",2005,12719,12033,686,5.4
CN1320900000000,13,209,"Montgomery County, GA",2005,4268,4002,266,6.2
CN1321100000000,13,211,"Morgan County, GA",2005,8951,8508,443,4.9
CN1321300000000,13,213,"Murray County, GA",2005,21024,19990,1034,4.9
CN1321500000000,13,215,"Muscogee County, GA",2005,84965,79397,5568,6.6
CN1321700000000,13,217,"Newton County, GA",2005,42495,39785,2710,6.4
CN1321900000000,13,219,"Oconee County, GA",2005,17132,16495,637,3.7
CN1322100000000,13,221,"Oglethorpe County, GA",2005,7572,7203,369,4.9
CN1322300000000,13,223,"Paulding County, GA",2005,58689,55727,2962,5
CN1322500000000,13,225,"Peach County, GA",2005,11394,10579,815,7.2
CN1322700000000,13,227,"Pickens County, GA",2005,14257,13623,634,4.4
CN1322900000000,13,229,"Pierce County, GA",2005,8345,7922,423,5.1
CN1323100000000,13,231,"Pike County, GA",2005,7729,7261,468,6.1
CN1323300000000,13,233,"Polk County, GA",2005,20477,19369,1108,5.4
CN1323500000000,13,235,"Pulaski County, GA",2005,4380,4115,265,6.1
CN1323700000000,13,237,"Putnam County, GA",2005,10101,9517,584,5.8
CN1323900000000,13,239,"Quitman County, GA",2005,989,923,66,6.7
CN1324100000000,13,241,"Rabun County, GA",2005,7827,7436,391,5
CN1324300000000,13,243,"Randolph County, GA",2005,2738,2516,222,8.1
CN1324500000000,13,245,"Richmond County, GA",2005,90124,83555,6569,7.3
CN1324700000000,13,247,"Rockdale County, GA",2005,39202,36764,2438,6.2
CN1324900000000,13,249,"Schley County, GA",2005,1776,1648,128,7.2
CN1325100000000,13,251,"Screven County, GA",2005,6956,6547,409,5.9
CN1325300000000,13,253,"Seminole County, GA",2005,3993,3750,243,6.1
CN1325500000000,13,255,"Spalding County, GA",2005,28249,26058,2191,7.8
CN1325700000000,13,257,"Stephens County, GA",2005,13015,12203,812,6.2
CN1325900000000,13,259,"Stewart County, GA",2005,1961,1768,193,9.8
CN1326100000000,13,261,"Sumter County, GA",2005,14420,13366,1054,7.3
CN1326300000000,13,263,"Talbot County, GA",2005,2985,2759,226,7.6
CN1326500000000,13,265,"Taliaferro County, GA",2005,715,658,57,8
CN1326700000000,13,267,"Tattnall County, GA",2005,8862,8260,602,6.8
CN1326900000000,13,269,"Taylor County, GA",2005,3247,2978,269,8.3
CN1327100000000,13,271,"Telfair County, GA",2005,4613,4241,372,8.1
CN1327300000000,13,273,"Terrell County, GA",2005,4603,4266,337,7.3
CN1327500000000,13,275,"Thomas County, GA",2005,22950,21850,1100,4.8
CN1327700000000,13,277,"Tift County, GA",2005,19732,18639,1093,5.5
CN1327900000000,13,279,"Toombs County, GA",2005,12886,12017,869,6.7
CN1328100000000,13,281,"Towns County, GA",2005,5676,5438,238,4.2
CN1328300000000,13,283,"Treutlen County, GA",2005,2724,2508,216,7.9
CN1328500000000,13,285,"Troup County, GA",2005,30299,28095,2204,7.3
CN1328700000000,13,287,"Turner County, GA",2005,4954,4604,350,7.1
CN1328900000000,13,289,"Twiggs County, GA",2005,4665,4323,342,7.3
CN1329100000000,13,291,"Union County, GA",2005,10215,9749,466,4.6
CN1329300000000,13,293,"Upson County, GA",2005,12091,11220,871,7.2
CN1329500000000,13,295,"Walker County, GA",2005,32905,31165,1740,5.3
CN1329700000000,13,297,"Walton County, GA",2005,37660,35724,1936,5.1
CN1329900000000,13,299,"Ware County, GA",2005,14822,13941,881,5.9
CN1330100000000,13,301,"Warren County, GA",2005,2624,2338,286,10.9
CN1330300000000,13,303,"Washington County, GA",2005,8322,7734,588,7.1
CN1330500000000,13,305,"Wayne County, GA",2005,11826,11045,781,6.6
CN1330700000000,13,307,"Webster County, GA",2005,1124,1047,77,6.9
CN1330900000000,13,309,"Wheeler County, GA",2005,2583,2407,176,6.8
CN1331100000000,13,311,"White County, GA",2005,12024,11450,574,4.8
CN1331300000000,13,313,"Whitfield County, GA",2005,45621,43275,2346,5.1
CN1331500000000,13,315,"Wilcox County, GA",2005,3250,3016,234,7.2
CN1331700000000,13,317,"Wilkes County, GA",2005,4619,4281,338,7.3
CN1331900000000,13,319,"Wilkinson County, GA",2005,4443,4163,280,6.3
CN1332100000000,13,321,"Worth County, GA",2005,10381,9772,609,5.9
CN1500100000000,15,001,"Hawaii County, HI",2005,80582,77841,2741,3.4
CN1500300000000,15,003,"Honolulu County/city, HI",2005,438294,426242,12052,2.7
CN1500700000000,15,007,"Kauai County, HI",2005,31825,30936,889,2.8
CN1500900000000,15,009,"Maui County, HI",2005,74829,72834,1995,2.7
CN1600100000000,16,001,"Ada County, ID",2005,186803,180684,6119,3.3
CN1600300000000,16,003,"Adams County, ID",2005,1903,1752,151,7.9
CN1600500000000,16,005,"Bannock County, ID",2005,40476,38934,1542,3.8
CN1600700000000,16,007,"Bear Lake County, ID",2005,3050,2927,123,4
CN1600900000000,16,009,"Benewah County, ID",2005,4035,3728,307,7.6
CN1601100000000,16,011,"Bingham County, ID",2005,21012,20240,772,3.7
CN1601300000000,16,013,"Blaine County, ID",2005,14044,13652,392,2.8
CN1601500000000,16,015,"Boise County, ID",2005,3677,3512,165,4.5
CN1601700000000,16,017,"Bonner County, ID",2005,20432,19396,1036,5.1
CN1601900000000,16,019,"Bonneville County, ID",2005,48926,47474,1452,3
CN1602100000000,16,021,"Boundary County, ID",2005,4231,3898,333,7.9
CN1602300000000,16,023,"Butte County, ID",2005,1394,1335,59,4.2
CN1602500000000,16,025,"Camas County, ID",2005,622,598,24,3.9
CN1602700000000,16,027,"Canyon County, ID",2005,78643,75190,3453,4.4
CN1602900000000,16,029,"Caribou County, ID",2005,3302,3130,172,5.2
CN1603100000000,16,031,"Cassia County, ID",2005,10047,9590,457,4.5
CN1603300000000,16,033,"Clark County, ID",2005,545,518,27,5
CN1603500000000,16,035,"Clearwater County, ID",2005,3349,3040,309,9.2
CN1603700000000,16,037,"Custer County, ID",2005,2599,2470,129,5
CN1603900000000,16,039,"Elmore County, ID",2005,10901,10407,494,4.5
CN1604100000000,16,041,"Franklin County, ID",2005,6208,6012,196,3.2
CN1604300000000,16,043,"Fremont County, ID",2005,6083,5849,234,3.8
CN1604500000000,16,045,"Gem County, ID",2005,7224,6882,342,4.7
CN1604700000000,16,047,"Gooding County, ID",2005,8129,7886,243,3
CN1604900000000,16,049,"Idaho County, ID",2005,7119,6649,470,6.6
CN1605100000000,16,051,"Jefferson County, ID",2005,10745,10396,349,3.2
CN1605300000000,16,053,"Jerome County, ID",2005,9926,9564,362,3.6
CN1605500000000,16,055,"Kootenai County, ID",2005,67054,64069,2985,4.5
CN1605700000000,16,057,"Latah County, ID",2005,17916,17292,624,3.5
CN1605900000000,16,059,"Lemhi County, ID",2005,4066,3825,241,5.9
CN1606100000000,16,061,"Lewis County, ID",2005,1740,1680,60,3.4
CN1606300000000,16,063,"Lincoln County, ID",2005,2417,2311,106,4.4
CN1606500000000,16,065,"Madison County, ID",2005,14956,14553,403,2.7
CN1606700000000,16,067,"Minidoka County, ID",2005,9457,8921,536,5.7
CN1606900000000,16,069,"Nez Perce County, ID",2005,19316,18481,835,4.3
CN1607100000000,16,071,"Oneida County, ID",2005,2144,2090,54,2.5
CN1607300000000,16,073,"Owyhee County, ID",2005,4713,4598,115,2.4
CN1607500000000,16,075,"Payette County, ID",2005,10391,9676,715,6.9
CN1607700000000,16,077,"Power County, ID",2005,3787,3612,175,4.6
CN1607900000000,16,079,"Shoshone County, ID",2005,5681,5243,438,7.7
CN1608100000000,16,081,"Teton County, ID",2005,4511,4379,132,2.9
CN1608300000000,16,083,"Twin Falls County, ID",2005,37040,35698,1342,3.6
CN1608500000000,16,085,"Valley County, ID",2005,4678,4457,221,4.7
CN1608700000000,16,087,"Washington County, ID",2005,5069,4803,266,5.2
CN1700100000000,17,001,"Adams County, IL",2005,37948,36546,1402,3.7
CN1700300000000,17,003,"Alexander County, IL",2005,3339,3053,286,8.6
CN1700500000000,17,005,"Bond County, IL",2005,8511,8056,455,5.3
CN1700700000000,17,007,"Boone County, IL",2005,24661,23041,1620,6.6
CN1700900000000,17,009,"Brown County, IL",2005,3328,3204,124,3.7
CN1701100000000,17,011,"Bureau County, IL",2005,18932,18011,921,4.9
CN1701300000000,17,013,"Calhoun County, IL",2005,2567,2412,155,6
CN1701500000000,17,015,"Carroll County, IL",2005,8415,7951,464,5.5
CN1701700000000,17,017,"Cass County, IL",2005,7644,7289,355,4.6
CN1701900000000,17,019,"Champaign County, IL",2005,101747,97615,4132,4.1
CN1702100000000,17,021,"Christian County, IL",2005,17069,16095,974,5.7
CN1702300000000,17,023,"Clark County, IL",2005,8563,8097,466,5.4
CN1702500000000,17,025,"Clay County, IL",2005,6900,6484,416,6
CN1702700000000,17,027,"Clinton County, IL",2005,18621,17762,859,4.6
CN1702900000000,17,029,"Coles County, IL",2005,26513,25287,1226,4.6
CN1703100000000,17,031,"Cook County, IL",2005,2545528,2380292,165236,6.5
CN1703300000000,17,033,"Crawford County, IL",2005,9346,8806,540,5.8
CN1703500000000,17,035,"Cumberland County, IL",2005,5553,5268,285,5.1
CN1703700000000,17,037,"DeKalb County, IL",2005,53781,51079,2702,5
CN1703900000000,17,039,"De Witt County, IL",2005,8432,7985,447,5.3
CN1704100000000,17,041,"Douglas County, IL",2005,10542,10057,485,4.6
CN1704300000000,17,043,"DuPage County, IL",2005,512054,487654,24400,4.8
CN1704500000000,17,045,"Edgar County, IL",2005,10345,9802,543,5.2
CN1704700000000,17,047,"Edwards County, IL",2005,3440,3280,160,4.7
CN1704900000000,17,049,"Effingham County, IL",2005,17843,16882,961,5.4
CN1705100000000,17,051,"Fayette County, IL",2005,10192,9541,651,6.4
CN1705300000000,17,053,"Ford County, IL",2005,7306,6961,345,4.7
CN1705500000000,17,055,"Franklin County, IL",2005,17640,16402,1238,7
CN1705700000000,17,057,"Fulton County, IL",2005,17671,16628,1043,5.9
CN1705900000000,17,059,"Gallatin County, IL",2005,2662,2496,166,6.2
CN1706100000000,17,061,"Greene County, IL",2005,7287,6898,389,5.3
CN1706300000000,17,063,"Grundy County, IL",2005,23281,21611,1670,7.2
CN1706500000000,17,065,"Hamilton County, IL",2005,4114,3891,223,5.4
CN1706700000000,17,067,"Hancock County, IL",2005,10003,9506,497,5
CN1706900000000,17,069,"Hardin County, IL",2005,1768,1630,138,7.8
CN1707100000000,17,071,"Henderson County, IL",2005,4091,3856,235,5.7
CN1707300000000,17,073,"Henry County, IL",2005,27475,26247,1228,4.5
CN1707500000000,17,075,"Iroquois County, IL",2005,16617,15847,770,4.6
CN1707700000000,17,077,"Jackson County, IL",2005,31671,30238,1433,4.5
CN1707900000000,17,079,"Jasper County, IL",2005,5221,4912,309,5.9
CN1708100000000,17,081,"Jefferson County, IL",2005,20457,19418,1039,5.1
CN1708300000000,17,083,"Jersey County, IL",2005,11533,10925,608,5.3
CN1708500000000,17,085,"Jo Daviess County, IL",2005,13054,12514,540,4.1
CN1708700000000,17,087,"Johnson County, IL",2005,5124,4817,307,6
CN1708900000000,17,089,"Kane County, IL",2005,250981,237220,13761,5.5
CN1709100000000,17,091,"Kankakee County, IL",2005,52984,49651,3333,6.3
CN1709300000000,17,093,"Kendall County, IL",2005,44152,41904,2248,5.1
CN1709500000000,17,095,"Knox County, IL",2005,25488,23659,1829,7.2
CN1709700000000,17,097,"Lake County, IL",2005,357699,341339,16360,4.6
CN1709900000000,17,099,"LaSalle County, IL",2005,57053,53630,3423,6
CN1710100000000,17,101,"Lawrence County, IL",2005,8410,7982,428,5.1
CN1710300000000,17,103,"Lee County, IL",2005,18101,17201,900,5
CN1710500000000,17,105,"Livingston County, IL",2005,18505,17604,901,4.9
CN1710700000000,17,107,"Logan County, IL",2005,13391,12657,734,5.5
CN1710900000000,17,109,"McDonough County, IL",2005,16601,15841,760,4.6
CN1711100000000,17,111,"McHenry County, IL",2005,166167,157573,8594,5.2
CN1711300000000,17,113,"McLean County, IL",2005,87704,84166,3538,4
CN1711500000000,17,115,"Macon County, IL",2005,53151,49963,3188,6
CN1711700000000,17,117,"Macoupin County, IL",2005,24530,23140,1390,5.7
CN1711900000000,17,119,"Madison County, IL",2005,135717,128384,7333,5.4
CN1712100000000,17,121,"Marion County, IL",2005,18068,16942,1126,6.2
